tree: brands_hi1.bin; pos=1795.64, 1.94, -6613.61; angle = -6; size = 0.80
tree: Birch_River_Desktop_7_Forest.bin; pos=1690.06, 2.49, -6511.18; angle = 101; size = 0.63
tree: brands_hi1.bin; pos=1704.17, 1.94, -6512.28; angle = 85; size = 0.69
tree: brands_hi1.bin; pos=1733.39, 1.94, -6528.91; angle = 75; size = 0.80
tree: brands_hi2.bin; pos=1717.94, 1.94, -6527.76; angle = 84; size = 0.70
tree: brands_hi2.bin; pos=1675.57, 1.94, -6544.37; angle = 92; size = 0.85
tree: brands_hi2.bin; pos=1695.77, 1.94, -6557.09; angle = 81; size = 0.87
tree: brands_hi1.bin; pos=1754.04, 1.94, -6555.46; angle = 98; size = 0.77
tree: brands_hi1.bin; pos=1724.58, 1.94, -6555.92; angle = 58; size = 0.82
tree: Birch_River_Desktop_7_Forest.bin; pos=1744.39, 2.49, -6529.52; angle = 46; size = 0.50
tree: brands_hi1.bin; pos=1756.21, 1.94, -6521.75; angle = 44; size = 0.64
tree: brands_hi1.bin; pos=1789.50, 1.94, -6516.98; angle = 28; size = 0.76
tree: brands_hi2.bin; pos=1776.58, 1.94, -6525.54; angle = 75; size = 0.51
tree: brands_hi2.bin; pos=1753.29, 1.94, -6564.63; angle = 34; size = 0.52
tree: brands_hi2.bin; pos=1777.05, 1.94, -6562.3; angle = 49; size = 0.71
tree: brands_hi1.bin; pos=1822.09, 1.94, -6525.29; angle = 51; size = 0.76
tree: brands_hi1.bin; pos=1799.09, 1.94, -6543.72; angle = 21; size = 0.62
tree: Birch_River_Desktop_7_Forest.bin; pos=1892.59, 2.49, -6548.31; angle = 206; size = 0.63
tree: brands_hi1.bin; pos=1885.04, 1.94, -6560.28; angle = 195; size = 0.67
tree: brands_hi1.bin; pos=1856.70, 1.94, -6578.37; angle = 203; size = 0.79
tree: brands_hi2.bin; pos=1864.92, 1.94, -6565.24; angle = 213; size = 0.54
tree: brands_hi2.bin; pos=1869.98, 1.94, -6520.02; angle = 244; size = 0.53
tree: brands_hi2.bin; pos=1849.31, 1.94, -6531.95; angle = 193; size = 0.59
tree: brands_hi1.bin; pos=1823.59, 1.94, -6584.27; angle = 212; size = 0.58
tree: brands_hi1.bin; pos=1836.91, 1.94, -6557.98; angle = 212; size = 0.65
tree: Birch_River_Desktop_7_Forest.bin; pos=1935.36, 2.49, -6454.41; angle = 170; size = 0.77
tree: brands_hi1.bin; pos=1936.44, 1.94, -6468.52; angle = 166; size = 0.57
tree: brands_hi1.bin; pos=1924.49, 1.94, -6499.95; angle = 151; size = 0.50
tree: brands_hi2.bin; pos=1923.25, 1.94, -6484.5; angle = 179; size = 0.68
tree: brands_hi2.bin; pos=1900.33, 1.94, -6445.2; angle = 148; size = 0.80
tree: brands_hi2.bin; pos=1890.86, 1.94, -6467.11; angle = 200; size = 0.80
tree: brands_hi1.bin; pos=1901.44, 1.94, -6524.44; angle = 175; size = 0.56
tree: brands_hi1.bin; pos=1896.45, 1.94, -6495.4; angle = 188; size = 0.50
tree: Birch_River_Desktop_7_Forest.bin; pos=1837.95, 2.49, -6509.1; angle = 304; size = 0.75
tree: brands_hi1.bin; pos=1828.10, 1.94, -6498.96; angle = 295; size = 0.74
tree: brands_hi1.bin; pos=1817.16, 1.94, -6467.16; angle = 288; size = 0.64
tree: brands_hi2.bin; pos=1828.00, 1.94, -6478.24; angle = 286; size = 0.82
tree: brands_hi2.bin; pos=1870.77, 1.94, -6493.77; angle = 313; size = 0.87
tree: brands_hi2.bin; pos=1864.01, 1.94, -6470.87; angle = 334; size = 0.64
tree: brands_hi1.bin; pos=1819.20, 1.94, -6433.59; angle = 325; size = 0.58
tree: brands_hi1.bin; pos=1841.62, 1.94, -6452.71; angle = 322; size = 0.49
tree: Birch_River_Desktop_7_Forest.bin; pos=1726.14, 2.49, -6390.27; angle = 267; size = 0.86
tree: brands_hi1.bin; pos=1714.22, 1.94, -6382.64; angle = 294; size = 0.59
tree: brands_hi1.bin; pos=1670.43, 1.94, -6356.6; angle = 305; size = 0.59
tree: brands_hi2.bin; pos=1604.35, 0.05, -6339.56; angle = 334; size = 0.88
tree: brands_hi2.bin; pos=1627.28, 1.94, -6397.72; angle = 313; size = 0.62
tree: brands_hi2.bin; pos=1762.25, 1.94, -6336.74; angle = 332; size = 0.63
tree: brands_hi1.bin; pos=1679.62, 1.94, -6365.3; angle = 268; size = 0.53
tree: brands_hi1.bin; pos=1724.86, 1.94, -6320.8; angle = 278; size = 0.70
tree: Birch_River_Desktop_7_Forest.bin; pos=1807.45, 2.49, -6431.56; angle = 297; size = 0.69
tree: brands_hi1.bin; pos=1795.54, 1.94, -6423.93; angle = 331; size = 0.58
tree: brands_hi1.bin; pos=1624.59, 1.94, -6382.15; angle = 319; size = 0.64
tree: brands_hi2.bin; pos=1733.57, 1.94, -6393.92; angle = 266; size = 0.56
tree: brands_hi2.bin; pos=1869.41, 1.94, -6423.53; angle = 329; size = 0.88
tree: brands_hi2.bin; pos=1857.97, 1.94, -6405.95; angle = 274; size = 0.53
tree: brands_hi1.bin; pos=1782.48, 1.94, -6354.15; angle = 317; size = 0.74
tree: brands_hi1.bin; pos=1623.48, 1.94, -6366.34; angle = 284; size = 0.77
tree: brands_hi1.bin; pos=1790.22, 1.94, -6437.66; angle = 123; size = 0.62
tree: brands_hi1.bin; pos=1789.39, 1.94, -6471.27; angle = 175; size = 0.56
tree: brands_hi2.bin; pos=1783.09, 1.94, -6457.11; angle = 120; size = 0.67
tree: brands_hi1.bin; pos=1714.00, 1.94, -6410.13; angle = 139; size = 0.58
tree: brands_hi1.bin; pos=1703.19, 1.94, -6441.96; angle = 146; size = 0.71
tree: brands_hi2.bin; pos=1701.40, 1.94, -6426.58; angle = 194; size = 0.69
tree: brands_hi1.bin; pos=1545.65, 1.94, -6540.07; angle = 174; size = 0.49
tree: brands_hi1.bin; pos=1523.90, 1.94, -6565.71; angle = 160; size = 0.65
tree: brands_hi2.bin; pos=1527.89, 1.94, -6550.74; angle = 187; size = 0.72
tree: Birch_River_Desktop_7_Forest.bin; pos=1463.21, 2.49, -6494.45; angle = 348; size = 0.83
tree: brands_hi1.bin; pos=1453.75, 1.94, -6483.93; angle = 345; size = 0.88
tree: brands_hi1.bin; pos=1444.05, 1.94, -6451.74; angle = 348; size = 0.89
tree: brands_hi2.bin; pos=1454.45, 1.94, -6463.22; angle = 307; size = 0.80
tree: brands_hi2.bin; pos=1496.59, 1.94, -6480.39; angle = 299; size = 0.68
tree: brands_hi2.bin; pos=1490.73, 1.94, -6457.25; angle = 293; size = 0.82
tree: brands_hi1.bin; pos=1447.39, 1.94, -6418.27; angle = 282; size = 0.53
tree: brands_hi1.bin; pos=1469.05, 1.94, -6438.24; angle = 304; size = 0.69
tree: brands_hi1.bin; pos=1424.12, 1.94, -6407.7; angle = 333; size = 0.71
tree: brands_hi1.bin; pos=1407.32, 1.94, -6378.57; angle = 283; size = 0.68
tree: brands_hi2.bin; pos=1420.07, 1.94, -6387.38; angle = 294; size = 0.79
tree: brands_hi1.bin; pos=1466.56, 1.94, -6417.55; angle = 277; size = 0.80
tree: brands_hi1.bin; pos=1418.28, 1.94, -6421.21; angle = 190; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=1420.36, 2.49, -6554.7; angle = 291; size = 1.80
tree: brands_hi1.bin; pos=1408.88, 1.94, -6546.44; angle = 311; size = 0.86
tree: brands_hi1.bin; pos=1392.55, 1.94, -6517.05; angle = 281; size = 0.57
tree: brands_hi2.bin; pos=1405.15, 1.94, -6526.05; angle = 318; size = 0.59
tree: brands_hi2.bin; pos=1449.98, 1.94, -6533.85; angle = 304; size = 0.53
tree: brands_hi2.bin; pos=1439.32, 1.94, -6512.49; angle = 298; size = 0.63
tree: brands_hi1.bin; pos=1386.73, 1.94, -6493.82; angle = 270; size = 0.77
tree: brands_hi1.bin; pos=1414.09, 1.94, -6498.54; angle = 284; size = 0.59
tree: brands_hi1.bin; pos=1386.71, 1.94, -6460.66; angle = 318; size = 0.53
tree: brands_hi1.bin; pos=1341.07, 1.94, -6453.39; angle = 258; size = 0.53
tree: brands_hi2.bin; pos=1345.95, 1.94, -6468.57; angle = 300; size = 0.88
tree: brands_hi1.bin; pos=1345.05, 1.94, -6418.8; angle = 286; size = 0.75
tree: brands_hi1.bin; pos=1360.86, 1.94, -6492.71; angle = 114; size = 0.88
tree: Birch_River_Desktop_7_Forest.bin; pos=1443.28, 2.49, -6351.1; angle = 403; size = 0.57
tree: brands_hi1.bin; pos=1448.52, 1.94, -6337.96; angle = 388; size = 0.71
tree: brands_hi1.bin; pos=1473.10, 1.94, -6315.02; angle = 391; size = 0.87
tree: brands_hi2.bin; pos=1467.41, 1.94, -6329.43; angle = 379; size = 0.49
tree: brands_hi2.bin; pos=1470.66, 1.94, -6374.81; angle = 349; size = 0.71
tree: brands_hi2.bin; pos=1488.81, 1.94, -6359.31; angle = 384; size = 0.77
tree: brands_hi1.bin; pos=1501.69, 1.94, -6307.98; angle = 363; size = 0.88
tree: brands_hi1.bin; pos=1496.27, 1.94, -6331.46; angle = 391; size = 0.79
tree: brands_hi1.bin; pos=1503.76, 1.94, -6277.65; angle = 381; size = 0.83
tree: brands_hi1.bin; pos=1535.94, 1.94, -6251.43; angle = 353; size = 0.81
tree: brands_hi2.bin; pos=1520.19, 1.94, -6265.02; angle = 358; size = 0.58
tree: brands_hi1.bin; pos=1550.35, 1.30, -6273.08; angle = 340; size = 0.58
tree: brands_hi1.bin; pos=1482.68, 1.94, -6294.93; angle = 202; size = 0.88
tree: brands_hi2.bin; pos=1659.95, 1.94, -6318.63; angle = 208; size = 0.55
tree: brands_hi1.bin; pos=1605.13, 1.94, -6274.48; angle = 372; size = 0.78
tree: brands_hi1.bin; pos=1629.62, 1.94, -6251.45; angle = 349; size = 0.66
tree: brands_hi2.bin; pos=1623.98, 1.94, -6265.88; angle = 355; size = 0.75
tree: brands_hi2.bin; pos=1627.39, 1.94, -6311.25; angle = 403; size = 0.56
tree: brands_hi2.bin; pos=1611.84, 1.51, -6349.09; angle = 369; size = 0.74
tree: brands_hi1.bin; pos=1606.44, 0.38, -6322.98; angle = 358; size = 0.57
tree: brands_hi2.bin; pos=1540.41, 1.94, -6715.08; angle = 266; size = 0.77
tree: brands_hi1.bin; pos=1490.58, 1.69, -6663.7; angle = 356; size = 0.59
tree: brands_hi1.bin; pos=1519.04, 1.94, -6644.55; angle = 417; size = 0.73
tree: brands_hi2.bin; pos=1511.58, 1.94, -6658.12; angle = 394; size = 0.61
tree: brands_hi2.bin; pos=1509.08, 1.94, -6703.55; angle = 394; size = 0.65
tree: brands_hi2.bin; pos=1529.04, 1.94, -6690.47; angle = 406; size = 0.82
tree: brands_hi1.bin; pos=1539.95, 1.94, -6663.77; angle = 396; size = 0.69
tree: brands_hi2.bin; pos=1556.38, 1.94, -6715.25; angle = 36; size = 0.80
tree: brands_hi1.bin; pos=1604.62, 1.94, -6766.49; angle = 195; size = 0.68
tree: brands_hi1.bin; pos=1577.19, 1.94, -6785.94; angle = 177; size = 0.57
tree: brands_hi2.bin; pos=1584.77, 1.94, -6772.43; angle = 212; size = 0.75
tree: brands_hi2.bin; pos=1587.61, 1.94, -6727.02; angle = 224; size = 0.85
tree: brands_hi2.bin; pos=1567.55, 1.94, -6739.95; angle = 208; size = 0.58
tree: brands_hi1.bin; pos=1556.44, 1.94, -6766.55; angle = 175; size = 0.63
tree: brands_hi1.bin; pos=1652.15, 1.94, -6777.99; angle = 210; size = 0.83
tree: brands_hi1.bin; pos=1651.11, 1.94, -6760.23; angle = 225; size = 0.70
tree: brands_hi1.bin; pos=1703.52, 1.94, -6766.15; angle = 215; size = 0.77
tree: brands_hi1.bin; pos=1563.51, 1.94, -6646.32; angle = 341; size = 0.64
tree: Birch_River_Desktop_9B_Forest.bin; pos=1570.81, 2.49, -6548.57; angle = 165; size = 0.95
tree: Birch_River_Desktop_8_Forest.bin; pos=1619.75, 2.49, -6580.79; angle = -12; size = 0.57
tree: brands_hi1.bin; pos=1508.65, 1.94, -6604.77; angle = -21; size = 0.62
tree: Oak_White_Hero_Field_2.bin; pos=1493.13, 2.49, -6619.63; angle = 31; size = 0.85
tree: brands_hi2.bin; pos=1479.52, 1.94, -6637.33; angle = 2; size = 0.79
tree: Birch_River_Desktop_9_Forest.bin; pos=1489.75, 2.49, -6629.8; angle = 16; size = 0.64
tree: Birch_River_Desktop_9_Forest.bin; pos=1495.50, 2.49, -6647.04; angle = 5; size = 0.65
tree: Birch_River_Desktop_9_Forest.bin; pos=1611.98, 2.49, -6554.75; angle = -23; size = 0.56
tree: brands_hi1.bin; pos=1480.44, 1.94, -6527.28; angle = -0; size = 0.73
tree: Oak_White_Hero_Field_3.bin; pos=1486.36, 2.49, -6560.75; angle = 1; size = 0.74
tree: brands_hi1.bin; pos=1481.83, 1.94, -6597.63; angle = 11; size = 0.69
tree: Birch_River_Desktop_8_Forest.bin; pos=1469.31, 2.49, -6560.25; angle = 30; size = 1.10
tree: Birch_River_Desktop_8_Forest.bin; pos=1465.48, 2.49, -6539.7; angle = -9; size = 0.86
tree: AlaskaCedar2.bin; pos=1789.30, 2.49, -6637.45; angle = -16; size = 0.72
tree: AlaskaCedar1.bin; pos=1770.08, 2.49, -6647.12; angle = 1; size = 0.87
tree: AlaskaCedar1.bin; pos=1819.17, 2.49, -6630.44; angle = 9; size = 0.54
tree: Birch_River_Desktop_3_Forest.bin; pos=1831.79, 2.49, -6647.46; angle = 19; size = 0.72
tree: Birch_River_Desktop_3_Forest.bin; pos=1855.49, 2.49, -6603.81; angle = -7; size = 0.49
tree: Birch_River_Desktop_3_Forest.bin; pos=1736.38, 2.49, -6738.03; angle = -12; size = 0.84
tree: Birch_River_Desktop_3_Forest.bin; pos=1773.26, 2.49, -6703.93; angle = 34; size = 0.86
tree: brands_hi1.bin; pos=1632.33, 1.94, -6702.89; angle = -9; size = 0.66
tree: Birch_River_Desktop_9_Forest.bin; pos=1611.95, 2.49, -6717.22; angle = 7; size = 0.71
tree: Birch_River_Desktop_8_Forest.bin; pos=1614.92, 2.49, -6686.57; angle = -2; size = 0.69
tree: Birch_River_Desktop_8_Forest.bin; pos=1579.61, 2.49, -6686.57; angle = 25; size = 0.52
tree: brands_hi1.bin; pos=1613.66, 1.94, -6488.34; angle = 217; size = 0.58
tree: brands_hi1.bin; pos=1596.49, 1.94, -6506.8; angle = 213; size = 0.88
tree: brands_hi2.bin; pos=1598.65, 1.94, -6500.34; angle = 189; size = 0.74
tree: brands_hi1.bin; pos=1625.62, 1.94, -6478.78; angle = 324; size = 0.84
tree: brands_hi1.bin; pos=1586.09, 1.94, -6418.16; angle = 281; size = 0.58
tree: brands_hi2.bin; pos=1633.47, 1.94, -6472.52; angle = 291; size = 0.74
tree: brands_hi2.bin; pos=1633.45, 1.94, -6411.28; angle = -33; size = 0.67
tree: Oak_White_Hero_Field_3.bin; pos=1637.26, 2.49, -6415.1; angle = -22; size = 0.81
tree: ScotsPine.bin; pos=1775.37, 2.49, -6495.62; angle = 23; size = 0.83
tree: ScotsPine.bin; pos=1745.90, 2.49, -6504.82; angle = 10; size = 0.63
tree: AlaskaCedar1.bin; pos=1761.85, 2.49, -6502.42; angle = 23; size = 0.72
tree: AlaskaCedar1.bin; pos=1715.59, 2.49, -6497.75; angle = -32; size = 0.66
tree: Birch_River_Desktop_9B_Forest.bin; pos=1383.50, 2.49, -6450.62; angle = 165; size = 0.45
tree: Birch_River_Desktop_9B_Forest.bin; pos=1428.73, 1.84, -6478.14; angle = 165; size = 0.45
tree: Birch_River_Desktop_9B_Forest.bin; pos=1425.72, 1.95, -6452.83; angle = 242; size = 0.45
tree: Birch_River_Desktop_9B_Forest.bin; pos=1429.14, 2.06, -6464.38; angle = 306; size = 0.68
tree: Birch_River_Desktop_9B_Forest.bin; pos=1426.02, 1.73, -6443.99; angle = 331; size = 0.68
tree: Birch_River_Desktop_9B_Forest.bin; pos=1424.72, 1.87, -6434.25; angle = 315; size = 0.42
tree: Birch_River_Desktop_7_Forest.bin; pos=1370.08, 2.49, -6359.77; angle = 9; size = 1.00
tree: Birch_River_Desktop_8_Forest.bin; pos=1360.44, 2.49, -6369.05; angle = 1; size = 1.00
tree: Birch_River_Desktop_9_Forest.bin; pos=1349.43, 2.49, -6374.48; angle = 1; size = 1.00
tree: brands_hi1.bin; pos=1307.67, 1.94, -6419.13; angle = -6; size = 0.58
tree: Birch_River_Desktop_8_Forest.bin; pos=1325.51, 2.49, -6411.61; angle = 2; size = 1.00
tree: Birch_River_Desktop_9B_Forest.bin; pos=1331.60, 2.49, -6393.57; angle = 1; size = 1.00
tree: Birch_River_Desktop_9B_Forest.bin; pos=1390.21, 2.49, -6350.27; angle = 9; size = 1.00
tree: brands_hi2.bin; pos=1398.43, 1.94, -6336.58; angle = 9; size = 1.00
tree: brands_hi1.bin; pos=1255.93, 3.26, -5974.1; angle = 353; size = 0.55
tree: ScotsPine.bin; pos=1159.19, 3.81, -5904.39; angle = -74; size = 0.63
tree: AlaskaCedar1.bin; pos=1149.29, 3.34, -5933.9; angle = -116; size = 0.66
tree: brands_hi1.bin; pos=1101.95, 3.26, -5823.91; angle = 346; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=1130.43, 3.81, -5834.38; angle = 30; size = 1.00
tree: Birch_River_Desktop_8_Forest.bin; pos=1117.43, 3.81, -5837.56; angle = 30; size = 1.00
tree: Birch_River_Desktop_9_Forest.bin; pos=1105.18, 3.81, -5836.71; angle = 30; size = 1.00
tree: Birch_River_Desktop_9B_Forest.bin; pos=1152.61, 3.81, -5836.28; angle = 30; size = 1.00
tree: brands_hi2.bin; pos=1166.60, 3.26, -5828.57; angle = 30; size = 1.00
tree: brands_hi1.bin; pos=1179.30, 3.26, -5810.41; angle = 356; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=1205.51, 3.07, -5825.78; angle = 40; size = 0.71
tree: Birch_River_Desktop_8_Forest.bin; pos=1192.18, 3.71, -5826.63; angle = 40; size = 0.71
tree: Birch_River_Desktop_9_Forest.bin; pos=1180.22, 3.81, -5823.58; angle = 40; size = 1.00
tree: Birch_River_Desktop_9B_Forest.bin; pos=1226.87, 2.89, -5824.22; angle = 40; size = 0.71
tree: brands_hi2.bin; pos=1242.03, 2.33, -5823.84; angle = 40; size = 0.71
tree: brands_hi1.bin; pos=1267.21, 2.17, -5808.21; angle = 436; size = 0.48
tree: Birch_River_Desktop_7_Forest.bin; pos=1256.88, 3.26, -5836.76; angle = 119; size = 0.71
tree: Birch_River_Desktop_8_Forest.bin; pos=1253.62, 3.16, -5823.78; angle = 119; size = 0.71
tree: Birch_River_Desktop_9_Forest.bin; pos=1254.43, 3.36, -5811.56; angle = 119; size = 0.71
tree: Birch_River_Desktop_9B_Forest.bin; pos=1255.13, 3.08, -5858.95; angle = 119; size = 0.71
tree: brands_hi2.bin; pos=1262.92, 2.86, -5872.89; angle = 119; size = 0.71
tree: brands_hi1.bin; pos=1280.31, 3.26, -5886.36; angle = 445; size = 0.51
tree: Birch_River_Desktop_7_Forest.bin; pos=1265.33, 3.81, -5912.76; angle = 129; size = 0.85
tree: Birch_River_Desktop_8_Forest.bin; pos=1264.26, 3.60, -5899.37; angle = 129; size = 0.85
tree: Birch_River_Desktop_9_Forest.bin; pos=1267.10, 3.57, -5887.47; angle = 129; size = 0.49
tree: Birch_River_Desktop_9B_Forest.bin; pos=1259.83, 3.81, -5934.33; angle = 129; size = 0.68
tree: brands_hi2.bin; pos=1265.15, 3.26, -5949.39; angle = 129; size = 0.68
tree: Birch_River_Desktop_7_Forest.bin; pos=1273.62, 3.81, -5983.43; angle = 136; size = 0.68
tree: Birch_River_Desktop_8_Forest.bin; pos=1274.23, 3.81, -5970.06; angle = 136; size = 0.68
tree: Birch_River_Desktop_7_Forest.bin; pos=1241.44, 3.86, -6036.29; angle = 43; size = 1.00
tree: Birch_River_Desktop_8_Forest.bin; pos=1228.06, 3.86, -6036.28; angle = 43; size = 1.00
tree: Birch_River_Desktop_9B_Forest.bin; pos=1262.53, 3.98, -6043.42; angle = 43; size = 1.00
tree: brands_hi2.bin; pos=1277.95, 3.38, -6039.28; angle = 43; size = 0.68
tree: brands_hi2.bin; pos=1148.44, 3.26, -5741.68; angle = 47; size = 0.68
tree: brands_hi1.bin; pos=1178.21, 3.26, -5740.78; angle = 356; size = 0.48
tree: Birch_River_Desktop_7_Forest.bin; pos=1113.64, 3.81, -5742.13; angle = 40; size = 0.68
tree: Birch_River_Desktop_8_Forest.bin; pos=1103.21, 3.81, -5743.46; angle = 33; size = 0.68
tree: Birch_River_Desktop_9_Forest.bin; pos=1162.92, 3.81, -5740.86; angle = 57; size = 0.68
tree: Birch_River_Desktop_9B_Forest.bin; pos=1132.15, 3.81, -5745.62; angle = 40; size = 0.68
tree: brands_hi2.bin; pos=1280.62, 3.26, -5742.57; angle = 40; size = 0.45
tree: brands_hi1.bin; pos=1266.11, 3.26, -5738.17; angle = 435; size = 0.32
tree: Birch_River_Desktop_8_Forest.bin; pos=1301.27, 3.81, -5776.79; angle = 119; size = 0.68
tree: Birch_River_Desktop_9_Forest.bin; pos=1253.34, 3.81, -5741.54; angle = 119; size = 0.45
tree: Birch_River_Desktop_8_Forest.bin; pos=1284.38, 3.81, -5789.88; angle = 112; size = 0.60
tree: Birch_River_Desktop_8_Forest.bin; pos=1295.61, 3.81, -5788.73; angle = 119; size = 0.68
tree: Birch_River_Desktop_8_Forest.bin; pos=1282.34, 3.81, -5777.68; angle = 127; size = 0.43
tree: Birch_River_Desktop_8_Forest.bin; pos=1292.87, 3.81, -5777.24; angle = 132; size = 0.50
tree: Birch_River_Desktop_8_Forest.bin; pos=1279.95, 3.81, -5766.71; angle = 102; size = 0.60
tree: Birch_River_Desktop_8_Forest.bin; pos=1291.19, 3.81, -5765.92; angle = 119; size = 0.62
tree: Birch_River_Desktop_9B_Forest.bin; pos=1153.80, 4.36, -5662.12; angle = 17; size = 0.58
tree: brands_hi2.bin; pos=1167.79, 3.81, -5654.42; angle = 17; size = 0.58
tree: brands_hi1.bin; pos=1182.14, 3.81, -5640.33; angle = 343; size = 0.41
tree: Birch_River_Desktop_9_Forest.bin; pos=1181.41, 4.36, -5649.43; angle = 27; size = 0.58
tree: brands_hi2.bin; pos=1151.76, 3.26, -5721.57; angle = -134; size = 0.68
tree: brands_hi1.bin; pos=1122.01, 3.26, -5723.05; angle = 175; size = 0.48
tree: Birch_River_Desktop_7_Forest.bin; pos=1180.50, 3.81, -5721.18; angle = -140; size = 0.68
tree: Birch_River_Desktop_8_Forest.bin; pos=1223.06, 3.81, -5720.39; angle = -147; size = 0.68
tree: Birch_River_Desktop_9_Forest.bin; pos=1137.30, 3.81, -5722.67; angle = -123; size = 0.68
tree: Birch_River_Desktop_9B_Forest.bin; pos=1167.33, 3.81, -5719.64; angle = -140; size = 0.39
tree: brands_hi2.bin; pos=1181.77, 3.43, -5673.93; angle = 12; size = 0.32
tree: brands_hi2.bin; pos=16.24, -1.32, -5920.71; angle = 48; size = 1.00
tree: brands_hi2.bin; pos=258.72, -0.58, -5759.01; angle = 43; size = 1.00
tree: brands_hi2.bin; pos=235.13, 0.44, -5762.79; angle = 12; size = 1.00
tree: brands_hi2.bin; pos=77.06, 1.51, -5872.76; angle = 25; size = 1.00
tree: brands_hi2.bin; pos=128.89, 0.05, -5810.73; angle = -90; size = 0.78
tree: brands_hi2.bin; pos=5527.30, -2.23, -6823.81; angle = -88; size = 0.61
tree: brands_hi2.bin; pos=5573.70, -2.23, -6829.92; angle = -54; size = 0.61
tree: brands_hi2.bin; pos=5604.17, -2.23, -6834.08; angle = -19; size = 0.61
tree: brands_hi2.bin; pos=5650.57, -2.23, -6840.18; angle = -86; size = 0.61
tree: brands_hi2.bin; pos=5597.87, -2.23, -6856.66; angle = -58; size = 0.61
tree: brands_hi2.bin; pos=5674.49, -2.23, -6866.54; angle = -96; size = 0.61
tree: brands_hi2.bin; pos=5508.66, -3.04, -6901.89; angle = -65; size = 0.61
tree: brands_hi2.bin; pos=5533.60, -3.29, -6893.63; angle = -73; size = 0.61
tree: brands_hi2.bin; pos=5505.63, -3.58, -6864.22; angle = -53; size = 0.61
tree: brands_hi2.bin; pos=1271.52, 1.83, -6337.6; angle = 88; size = 0.68
tree: brands_hi2.bin; pos=1299.38, 3.31, -6298.25; angle = 66; size = 0.53
tree: brands_hi2.bin; pos=1300.07, 2.95, -6287.54; angle = 69; size = 0.60
tree: brands_hi2.bin; pos=1343.90, 0.29, -6384.24; angle = -161; size = 1.00
tree: brands_hi2.bin; pos=1373.83, 0.29, -6352.38; angle = -110; size = 1.00
tree: brands_hi2.bin; pos=1364.85, 0.29, -6391.77; angle = -96; size = 1.00
tree: brands_hi2.bin; pos=1410.70, 0.29, -6337.31; angle = -69; size = 1.00
tree: brands_hi2.bin; pos=1309.10, 3.70, -6279.77; angle = 64; size = 0.60
tree: brands_hi2.bin; pos=1308.18, -3.78, -6244.58; angle = 109; size = 1.00
tree: brands_hi2.bin; pos=1255.73, 0.54, -5808.34; angle = 105; size = 0.71
tree: brands_hi2.bin; pos=1281.05, 0.54, -5855.16; angle = -17; size = 0.71
tree: brands_hi2.bin; pos=1198.63, 0.54, -5747.2; angle = -11; size = 0.68
