configure: size variance = 0.8, 1.2
configure: angle variance = 0, 360

tree: brands_hi2.bin; pos=-4729.80, 0.69, 10273.11; angle = -22; size = 0.76
tree: Birch_River_Desktop_7_Forest.bin; pos=369.43, 2.21, -2264.98; angle = 95; size = 0.96
tree: Birch_River_Desktop_3_Forest.bin; pos=373.66, 2.24, -2266.39; angle = -109; size = 1.22
tree: Birch_River_Desktop_7_Forest.bin; pos=377.82, 2.22, -2267.78; angle = 34; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=345.27, 2.21, -2231.37; angle = -8; size = 0.98
tree: Birch_River_Desktop_7_Forest.bin; pos=349.50, 2.24, -2232.78; angle = -21; size = 1.17
tree: Birch_River_Desktop_3_Forest.bin; pos=353.66, 2.22, -2234.17; angle = -101; size = 0.72
tree: Birch_River_Desktop_7_Forest.bin; pos=357.67, 2.21, -2235.52; angle = -62; size = 0.72
tree: Birch_River_Desktop_7_Forest.bin; pos=341.83, 2.24, -2255.68; angle = 30; size = 0.96
tree: Birch_River_Desktop_3_Forest.bin; pos=305.67, 2.21, -2217.69; angle = -1; size = 1.29
tree: Birch_River_Desktop_7_Forest.bin; pos=298.01, 2.21, -2240.59; angle = 39; size = 0.84
tree: Birch_River_Desktop_7_Forest.bin; pos=310.41, 2.21, -2244.74; angle = 80; size = 0.92
tree: Birch_River_Desktop_7_Forest.bin; pos=449.68, 2.21, -2377.42; angle = 50; size = 0.79
tree: Birch_River_Desktop_3_Forest.bin; pos=453.89, 2.24, -2378.89; angle = -44; size = 0.81
tree: Birch_River_Desktop_3_Forest.bin; pos=462.03, 2.21, -2381.72; angle = -90; size = 1.15
tree: Birch_River_Desktop_3_Forest.bin; pos=489.76, 2.24, -2356.53; angle = 76; size = 1.05
tree: Birch_River_Desktop_7_Forest.bin; pos=488.27, 2.22, -2360.66; angle = -60; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=486.84, 2.21, -2364.64; angle = -105; size = 1.20
tree: Birch_River_Desktop_3_Forest.bin; pos=468.79, 2.21, -2363.93; angle = 78; size = 1.25
tree: Birch_River_Desktop_7_Forest.bin; pos=464.58, 2.24, -2362.49; angle = -24; size = 0.86
tree: Birch_River_Desktop_3_Forest.bin; pos=456.42, 2.21, -2359.71; angle = -84; size = 0.90
tree: Birch_River_Desktop_7_Forest.bin; pos=444.26, 2.24, -2355.93; angle = -36; size = 0.92
tree: Birch_River_Desktop_3_Forest.bin; pos=440.11, 2.22, -2354.52; angle = -74; size = 1.17
tree: Birch_River_Desktop_3_Forest.bin; pos=436.10, 2.21, -2353.15; angle = 78; size = 1.01
tree: Birch_River_Desktop_3_Forest.bin; pos=427.53, 2.21, -2350.56; angle = -9; size = 1.26
tree: Birch_River_Desktop_7_Forest.bin; pos=423.31, 2.24, -2349.12; angle = -75; size = 1.20
tree: Birch_River_Desktop_3_Forest.bin; pos=415.15, 2.21, -2346.34; angle = 67; size = 0.88
tree: Birch_River_Desktop_7_Forest.bin; pos=403.09, 2.24, -2342.15; angle = -107; size = 0.76
tree: Birch_River_Desktop_7_Forest.bin; pos=394.93, 2.21, -2339.37; angle = 26; size = 1.10
tree: Birch_River_Desktop_3_Forest.bin; pos=438.38, 2.22, -2373.49; angle = 32; size = 0.99
tree: Birch_River_Desktop_7_Forest.bin; pos=442.38, 2.21, -2374.88; angle = -27; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=409.40, 2.21, -2363.41; angle = -108; size = 1.05
tree: Birch_River_Desktop_7_Forest.bin; pos=413.61, 2.24, -2364.88; angle = 94; size = 0.73
tree: Birch_River_Desktop_7_Forest.bin; pos=421.75, 2.21, -2367.71; angle = -107; size = 0.84
tree: Birch_River_Desktop_7_Forest.bin; pos=392.75, 2.24, -2357.62; angle = -40; size = 1.01
tree: Birch_River_Desktop_7_Forest.bin; pos=396.90, 2.22, -2359.06; angle = -102; size = 1.17
tree: Birch_River_Desktop_7_Forest.bin; pos=378.08, 2.22, -2364.97; angle = -110; size = 1.08
tree: Birch_River_Desktop_7_Forest.bin; pos=387.77, 2.21, -2334.94; angle = -109; size = 0.86
tree: Birch_River_Desktop_7_Forest.bin; pos=386.36, 2.24, -2339.17; angle = 99; size = 0.88
tree: Birch_River_Desktop_3_Forest.bin; pos=384.96, 2.22, -2343.33; angle = 16; size = 0.78
tree: Birch_River_Desktop_7_Forest.bin; pos=383.62, 2.21, -2347.34; angle = 8; size = 0.78
tree: Birch_River_Desktop_7_Forest.bin; pos=520.46, 2.21, -2223.66; angle = -19; size = 1.11
tree: Birch_River_Desktop_7_Forest.bin; pos=520.91, 2.22, -2232.49; angle = 42; size = 0.86
tree: Birch_River_Desktop_3_Forest.bin; pos=518.72, 2.24, -2206.73; angle = 21; size = 1.07
tree: Birch_River_Desktop_3_Forest.bin; pos=540.22, 2.24, -2248.02; angle = -43; size = 1.17
tree: Birch_River_Desktop_7_Forest.bin; pos=541.21, 2.21, -2256.58; angle = 109; size = 0.75
tree: Birch_River_Desktop_7_Forest.bin; pos=537.28, 2.21, -2222.73; angle = 8; size = 0.84
tree: Birch_River_Desktop_7_Forest.bin; pos=537.79, 2.24, -2227.16; angle = 56; size = 1.07
tree: Birch_River_Desktop_3_Forest.bin; pos=538.30, 2.22, -2231.52; angle = 18; size = 1.05
tree: Birch_River_Desktop_7_Forest.bin; pos=474.94, 2.42, -2202.54; angle = -98; size = 0.75
tree: Birch_River_Desktop_3_Forest.bin; pos=473.47, 2.45, -2206.75; angle = 33; size = 1.14
tree: Birch_River_Desktop_3_Forest.bin; pos=472.03, 2.43, -2210.89; angle = 34; size = 0.72
tree: Birch_River_Desktop_3_Forest.bin; pos=532.09, 2.24, -1912.71; angle = 38; size = 0.98
tree: Birch_River_Desktop_7_Forest.bin; pos=532.37, 2.22, -1917.09; angle = 106; size = 1.22
tree: Birch_River_Desktop_7_Forest.bin; pos=532.63, 2.21, -1921.31; angle = -31; size = 0.74
tree: Birch_River_Desktop_7_Forest.bin; pos=530.46, 2.21, -1888.29; angle = -57; size = 0.95
tree: Birch_River_Desktop_7_Forest.bin; pos=530.75, 2.24, -1892.74; angle = 4; size = 0.73
tree: Birch_River_Desktop_3_Forest.bin; pos=510.61, 2.22, -1913.24; angle = 117; size = 0.75
tree: Birch_River_Desktop_3_Forest.bin; pos=509.51, 2.22, -1893.58; angle = 26; size = 0.96
tree: Birch_River_Desktop_7_Forest.bin; pos=588.56, 3.32, -1935.48; angle = 86; size = 1.23
tree: Birch_River_Desktop_3_Forest.bin; pos=588.02, 3.32, -1927.87; angle = 33; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=586.79, 3.32, -1912.57; angle = 20; size = 0.71
tree: Birch_River_Desktop_7_Forest.bin; pos=568.91, 3.32, -1931.75; angle = -80; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=555.16, 3.32, -1927.42; angle = 56; size = 0.77
tree: Birch_River_Desktop_3_Forest.bin; pos=549.41, 3.32, -1927.42; angle = -114; size = 1.02
tree: Birch_River_Desktop_7_Forest.bin; pos=543.67, 3.32, -1926.21; angle = -76; size = 0.81
tree: Birch_River_Desktop_3_Forest.bin; pos=519.15, 2.21, -2202.24; angle = -22; size = 1.13
tree: Birch_River_Desktop_7_Forest.bin; pos=518.56, 2.21, -2180.97; angle = 79; size = 0.78
tree: Birch_River_Desktop_7_Forest.bin; pos=518.69, 2.24, -2185.43; angle = 34; size = 1.07
tree: Birch_River_Desktop_7_Forest.bin; pos=518.81, 2.22, -2189.82; angle = 32; size = 0.90
tree: Birch_River_Desktop_7_Forest.bin; pos=518.00, 2.21, -2160.89; angle = -111; size = 1.04
tree: Birch_River_Desktop_7_Forest.bin; pos=518.12, 2.24, -2165.34; angle = 77; size = 1.00
tree: Birch_River_Desktop_7_Forest.bin; pos=518.36, 2.21, -2173.96; angle = 94; size = 1.24
tree: Birch_River_Desktop_7_Forest.bin; pos=566.55, 2.23, -2010.8; angle = -40; size = 1.02
tree: Birch_River_Desktop_7_Forest.bin; pos=561.25, 2.04, -2008.34; angle = -70; size = 0.77
tree: Birch_River_Desktop_7_Forest.bin; pos=553.02, 2.31, -2011.1; angle = -109; size = 0.78
tree: Birch_River_Desktop_3_Forest.bin; pos=550.45, 2.10, -2018.28; angle = -101; size = 1.26
tree: Birch_River_Desktop_3_Forest.bin; pos=578.81, 2.56, -2013.91; angle = 1; size = 1.28
tree: Birch_River_Desktop_7_Forest.bin; pos=584.13, 2.56, -2032.02; angle = -51; size = 1.09
tree: Birch_River_Desktop_7_Forest.bin; pos=587.19, 2.56, -2040.49; angle = 75; size = 1.11
tree: Birch_River_Desktop_7_Forest.bin; pos=588.18, 2.56, -2046.35; angle = 41; size = 1.15
tree: Birch_River_Desktop_7_Forest.bin; pos=492.67, 3.72, -1491.02; angle = 50; size = 1.15
tree: Birch_River_Desktop_3_Forest.bin; pos=494.73, 3.30, -1516.53; angle = -22; size = 0.81
tree: Birch_River_Desktop_7_Forest.bin; pos=499.28, 3.72, -1563.06; angle = 11; size = 1.18
tree: Birch_River_Desktop_3_Forest.bin; pos=500.12, 2.82, -1558.56; angle = 28; size = 1.10
tree: Birch_River_Desktop_3_Forest.bin; pos=554.27, 3.32, -1549.0; angle = 88; size = 1.19
tree: Birch_River_Desktop_3_Forest.bin; pos=551.96, 3.32, -1525.18; angle = -96; size = 1.21
tree: Birch_River_Desktop_7_Forest.bin; pos=549.12, 3.32, -1494.66; angle = -59; size = 1.11
tree: Birch_River_Desktop_7_Forest.bin; pos=549.72, 3.32, -1500.36; angle = -18; size = 0.86
tree: Birch_River_Desktop_3_Forest.bin; pos=503.72, 2.82, -1598.12; angle = -6; size = 1.19
tree: Birch_River_Desktop_7_Forest.bin; pos=503.78, 3.71, -1615.75; angle = -2; size = 0.87
tree: Birch_River_Desktop_7_Forest.bin; pos=573.66, 3.32, -1759.92; angle = 17; size = 1.27
tree: Birch_River_Desktop_3_Forest.bin; pos=570.48, 3.32, -1725.9; angle = 37; size = 1.01
tree: Birch_River_Desktop_3_Forest.bin; pos=568.83, 3.32, -1707.22; angle = 74; size = 1.09
tree: Birch_River_Desktop_7_Forest.bin; pos=564.07, 3.32, -1656.9; angle = -5; size = 1.16
tree: Birch_River_Desktop_7_Forest.bin; pos=563.03, 3.32, -1643.75; angle = 39; size = 0.88
tree: Birch_River_Desktop_7_Forest.bin; pos=561.36, 3.32, -1625.28; angle = 19; size = 1.17
tree: Birch_River_Desktop_7_Forest.bin; pos=558.83, 3.32, -1599.39; angle = 96; size = 1.09
tree: Birch_River_Desktop_7_Forest.bin; pos=555.91, 3.32, -1567.68; angle = -4; size = 1.00
tree: Birch_River_Desktop_3_Forest.bin; pos=509.00, 2.21, -1884.74; angle = 38; size = 0.78
tree: Birch_River_Desktop_7_Forest.bin; pos=509.26, 2.24, -1889.19; angle = -113; size = 0.86
tree: Birch_River_Desktop_7_Forest.bin; pos=584.60, 3.32, -1883.13; angle = 97; size = 0.90
tree: Birch_River_Desktop_7_Forest.bin; pos=582.39, 3.32, -1855.36; angle = 92; size = 0.86
tree: Birch_River_Desktop_3_Forest.bin; pos=581.03, 3.32, -1839.68; angle = 8; size = 1.06
tree: Birch_River_Desktop_7_Forest.bin; pos=576.65, 3.32, -1792.69; angle = -98; size = 0.85
tree: Birch_River_Desktop_3_Forest.bin; pos=575.90, 3.32, -1784.75; angle = -2; size = 1.10
tree: Birch_River_Desktop_7_Forest.bin; pos=547.76, 3.32, -1478.98; angle = 81; size = 1.24
tree: Birch_River_Desktop_3_Forest.bin; pos=546.25, 3.32, -1463.33; angle = 102; size = 0.95
tree: Birch_River_Desktop_3_Forest.bin; pos=544.89, 3.32, -1447.66; angle = 114; size = 0.96
tree: Birch_River_Desktop_7_Forest.bin; pos=543.33, 3.32, -1431.78; angle = -38; size = 0.85
tree: Birch_River_Desktop_7_Forest.bin; pos=666.38, 5.87, -708.64; angle = 26; size = 0.76
tree: Birch_River_Desktop_3_Forest.bin; pos=517.39, 3.32, -1150.02; angle = -110; size = 0.78
tree: Birch_River_Desktop_7_Forest.bin; pos=514.28, 3.32, -1115.91; angle = -52; size = 0.81
tree: Birch_River_Desktop_7_Forest.bin; pos=511.56, 3.32, -1085.64; angle = 8; size = 1.17
tree: Birch_River_Desktop_7_Forest.bin; pos=508.64, 3.32, -1054.08; angle = -74; size = 1.00
tree: Birch_River_Desktop_7_Forest.bin; pos=507.89, 3.32, -1046.14; angle = 69; size = 0.77
tree: Birch_River_Desktop_7_Forest.bin; pos=505.05, 3.32, -1015.62; angle = -102; size = 0.72
tree: Birch_River_Desktop_7_Forest.bin; pos=505.65, 3.32, -1021.31; angle = 23; size = 0.81
tree: Birch_River_Desktop_7_Forest.bin; pos=530.99, 3.32, -1297.94; angle = 18; size = 1.05
tree: Birch_River_Desktop_3_Forest.bin; pos=528.04, 3.32, -1264.29; angle = -113; size = 1.23
tree: Birch_River_Desktop_3_Forest.bin; pos=524.82, 3.40, -1229.79; angle = -32; size = 1.27
tree: Birch_River_Desktop_7_Forest.bin; pos=523.60, 3.32, -1217.38; angle = 21; size = 1.18
tree: Birch_River_Desktop_7_Forest.bin; pos=521.59, 3.32, -1194.38; angle = -79; size = 0.72
tree: Birch_River_Desktop_7_Forest.bin; pos=519.93, 3.32, -1175.91; angle = -71; size = 1.12
tree: Birch_River_Desktop_3_Forest.bin; pos=518.19, 3.32, -1159.11; angle = -51; size = 0.79
tree: Birch_River_Desktop_3_Forest.bin; pos=536.23, 3.32, -1353.68; angle = 45; size = 1.25
