configure: size variance = 0.8, 1.2
configure: angle variance = 0, 360

tree: populus3.bin; pos=-4598.23, 34.30, -6069.9; angle = 0; size = 0.48
tree: populus3.bin; pos=-4695.14, 34.43, -5956.75; angle = 0; size = 0.58
tree: populus3.bin; pos=-4707.84, 34.43, -5936.89; angle = 100; size = 0.46
tree: populus3.bin; pos=-4718.53, 34.43, -5920.77; angle = 1; size = 0.51
tree: populus4.bin; pos=-4725.84, 34.43, -5910.09; angle = -196; size = 0.51
tree: populus4.bin; pos=-4729.96, 34.43, -5905.13; angle = 79; size = 0.42
tree: AlaskaCedar1.bin; pos=-4763.22, 34.59, -5885.32; angle = 0; size = 0.45
tree: Birch_River_Desktop_8_Forest.bin; pos=-4725.08, 34.43, -5842.31; angle = 126; size = 0.49
tree: Birch_River_Desktop_8_Forest.bin; pos=-4720.79, 34.43, -5846.01; angle = 196; size = 0.39
tree: Birch_River_Desktop_8_Forest.bin; pos=-4714.92, 34.43, -5851.67; angle = 291; size = 0.50
tree: Birch_River_Desktop_8_Forest.bin; pos=-4708.84, 34.52, -5858.17; angle = 0; size = 0.52
tree: Birch_River_Desktop_9B_Forest.bin; pos=-4698.77, 34.43, -5869.61; angle = 19; size = 0.39
tree: Birch_River_Desktop_8_Forest.bin; pos=-4686.23, 34.43, -5885.35; angle = 76; size = 0.40
tree: populus3.bin; pos=-4771.34, 34.44, -5813.85; angle = -19; size = 0.94
tree: populus3.bin; pos=-4787.37, 34.53, -5805.42; angle = 23; size = 1.05
tree: populus4.bin; pos=-4801.98, 34.77, -5797.99; angle = 36; size = 1.01
tree: populus3.bin; pos=-4817.41, 35.08, -5791.68; angle = -47; size = 0.94
tree: populus3.bin; pos=-4830.93, 35.33, -5785.64; angle = -1; size = 0.93
tree: populus3.bin; pos=-4789.13, 34.44, -5842.91; angle = 60; size = 1.01
tree: populus3.bin; pos=-4801.41, 34.51, -5836.16; angle = 9; size = 0.94
tree: populus4.bin; pos=-4815.16, 34.75, -5828.73; angle = 15; size = 1.04
tree: populus4.bin; pos=-4837.43, 35.23, -5819.3; angle = 75; size = 0.92
tree: populus4.bin; pos=-4861.33, 35.49, -5810.77; angle = 62; size = 0.93
tree: populus4.bin; pos=-4783.43, 34.42, -5864.15; angle = -19; size = 0.73
tree: populus3.bin; pos=-4793.56, 34.42, -5880.76; angle = 23; size = 0.81
tree: populus4.bin; pos=-4800.19, 34.42, -5892.73; angle = 36; size = 0.77
tree: populus3.bin; pos=-4808.99, 34.42, -5907.18; angle = -47; size = 0.72
tree: populus3.bin; pos=-4806.54, 34.44, -5939.23; angle = -19; size = 0.62
tree: populus4.bin; pos=-4798.03, 34.44, -5925.86; angle = 23; size = 0.70
tree: populus3.bin; pos=-4789.39, 34.44, -5915.34; angle = 36; size = 0.67
tree: populus3.bin; pos=-4779.15, 34.44, -5908.83; angle = -47; size = 0.62
tree: Birch_River_Desktop_8_Forest.bin; pos=-4767.62, 34.34, -5904.97; angle = 0; size = 0.66
tree: Birch_River_Desktop_8_Forest.bin; pos=-4757.61, 34.34, -5902.23; angle = 0; size = 0.66
tree: populus3.bin; pos=-4448.79, 33.43, -6048.61; angle = -141; size = 0.46
tree: populus4.bin; pos=-4472.31, 34.25, -6042.05; angle = 9; size = 0.60
tree: populus3.bin; pos=-4456.57, 33.27, -6045.96; angle = 95; size = 0.72
tree: populus3.bin; pos=-4485.37, 34.41, -6038.18; angle = -0; size = 0.58
tree: populus3.bin; pos=-4498.47, 34.82, -6034.81; angle = 131; size = 0.60
tree: brands_hi1.bin; pos=-4013.74, 18.63, -6151.97; angle = -0; size = 0.64
tree: brands_hi2.bin; pos=-3996.14, 17.72, -6160.98; angle = 0; size = 0.56
tree: White_Birch1.bin; pos=-1505.58, 39.55, -6634.38; angle = -3; size = 0.28
tree: populus4.bin; pos=-4641.76, 34.39, -6035.24; angle = 118; size = 0.48
tree: populus4.bin; pos=-4166.42, 24.34, -6154.75; angle = -0; size = 0.55
tree: populus4.bin; pos=-4182.29, 25.14, -6148.45; angle = -9; size = 0.55
tree: populus4.bin; pos=-4194.44, 25.96, -6143.27; angle = -111; size = 0.55
tree: populus4.bin; pos=-4198.45, 26.11, -6141.52; angle = -116; size = 0.55
tree: populus4.bin; pos=-4223.45, 28.49, -6131.86; angle = -0; size = 0.55
tree: populus4.bin; pos=-4231.64, 29.18, -6128.42; angle = -0; size = 0.55
tree: Oak_White_Hero_Field_2.bin; pos=-4619.51, 35.28, -8610.93; angle = 23; size = 1.12
tree: Oak_White_Hero_Field_2.bin; pos=-4607.52, 35.94, -8589.82; angle = 36; size = 0.83
tree: Oak_White_Hero_Field_2.bin; pos=-4744.57, 37.90, -8837.14; angle = -1; size = 0.88
tree: Oak_White_Hero_Field_2.bin; pos=-4712.09, 37.17, -8778.36; angle = 9; size = 0.98
tree: Oak_White_Hero_Field_2.bin; pos=-4655.07, 36.20, -8682.1; angle = 15; size = 0.32
tree: Oak_White_Hero_Field_2.bin; pos=-4652.40, 36.05, -8677.21; angle = 62; size = 0.31
tree: Oak_White_Hero_Field_2.bin; pos=-4650.66, 36.06, -8674.55; angle = 83; size = 0.25
tree: Oak_White_Hero_Field_2.bin; pos=-4688.14, 39.45, -9412.91; angle = 0; size = 0.92
tree: Oak_White_Hero_Field_2.bin; pos=-4645.47, 39.22, -9469.06; angle = -66; size = 0.96
tree: Oak_White_Hero_Field_2.bin; pos=-4714.90, 39.48, -9386.04; angle = -11; size = 0.92
tree: Oak_White_Hero_Field_2.bin; pos=-4664.88, 39.19, -9452.98; angle = -49; size = 1.10
tree: Oak_White_Hero_Field_2.bin; pos=-4630.79, 39.57, -9462.35; angle = -29; size = 0.81
tree: Oak_White_Hero_Field_2.bin; pos=-4698.72, 39.21, -9472.34; angle = 30; size = 0.95
tree: Oak_White_Hero_Field_2.bin; pos=-4717.62, 39.18, -9455.65; angle = -17; size = 0.86
tree: Oak_White_Hero_Field_2.bin; pos=-4642.93, 35.29, -8653.28; angle = 5; size = 1.01
tree: Oak_White_Hero_Field_2.bin; pos=-4823.91, 37.97, -8979.52; angle = 75; size = 1.02
tree: Oak_White_Hero_Field_2.bin; pos=-5036.29, 40.30, -9076.65; angle = -9; size = 1.14
tree: Oak_White_Hero_Field_2.bin; pos=-5165.21, 40.72, -9007.36; angle = -98; size = 1.36
tree: Oak_White_Hero_Field_2.bin; pos=-4851.78, 37.37, -9030.05; angle = 96; size = 1.04
tree: Oak_White_Hero_Field_2.bin; pos=-4880.55, 38.03, -9082.27; angle = 4; size = 1.32
tree: Oak_White_Hero_Field_2.bin; pos=-4905.94, 39.24, -9140.09; angle = 25; size = 0.56
tree: Oak_White_Hero_Field_2.bin; pos=-5106.76, 40.46, -9048.04; angle = -21; size = 0.81
tree: Oak_White_Hero_Field_2.bin; pos=-4901.71, 39.27, -9155.79; angle = -47; size = 0.72
tree: Oak_White_Hero_Field_2.bin; pos=-5085.68, 40.49, -9061.85; angle = 35; size = 0.89
tree: Oak_White_Hero_Field_2.bin; pos=-4879.04, 39.27, -9185.3; angle = -0; size = 0.65
tree: Oak_White_Hero_Field_2.bin; pos=-5038.78, 40.24, -9091.61; angle = -31; size = 0.74
tree: Oak_White_Hero_Field_2.bin; pos=-4900.77, 39.24, -9172.53; angle = 16; size = 0.67
tree: Oak_White_Hero_Field_2.bin; pos=-5017.70, 40.27, -9105.42; angle = 0; size = 1.22
tree: Oak_White_Hero_Field_2.bin; pos=-4837.87, 39.15, -9198.16; angle = 7; size = 1.05
tree: Oak_White_Hero_Field_2.bin; pos=-5161.53, 40.73, -8992.54; angle = -16; size = 0.84
tree: Oak_White_Hero_Field_2.bin; pos=-5130.88, 40.70, -9014.84; angle = -22; size = 1.45
tree: Oak_White_Hero_Field_2.bin; pos=-4995.79, 40.92, -9177.81; angle = -30; size = 1.02
tree: Oak_White_Hero_Field_2.bin; pos=-5078.47, 40.92, -9111.95; angle = 36; size = 0.63
tree: Oak_White_Hero_Field_2.bin; pos=-5190.13, 40.95, -9022.02; angle = 57; size = 1.02
tree: Oak_White_Hero_Field_2.bin; pos=-5019.31, 40.91, -9197.19; angle = -14; size = 0.93
tree: Oak_White_Hero_Field_2.bin; pos=-5038.77, 40.88, -9181.18; angle = -10; size = 0.87
tree: Oak_White_Hero_Field_2.bin; pos=-5101.52, 40.91, -9131.25; angle = -94; size = 0.59
tree: Oak_White_Hero_Field_2.bin; pos=-5120.99, 40.88, -9115.24; angle = 34; size = 0.42
tree: Oak_White_Hero_Field_2.bin; pos=-5182.49, 40.91, -9065.53; angle = -77; size = 1.07
tree: Oak_White_Hero_Field_2.bin; pos=-4798.00, 39.06, -9269.79; angle = -41; size = 1.27
tree: Oak_White_Hero_Field_2.bin; pos=-4748.29, 39.09, -9359.22; angle = -20; size = 1.11
tree: Oak_White_Hero_Field_2.bin; pos=-4812.99, 39.12, -9226.77; angle = 9; size = 1.01
tree: Oak_White_Hero_Field_2.bin; pos=-4770.53, 39.12, -9290.52; angle = -49; size = 0.80
tree: Oak_White_Hero_Field_2.bin; pos=-4752.09, 38.83, -9323.65; angle = 6; size = 1.20
tree: Oak_White_Hero_Field_2.bin; pos=-4733.53, 38.80, -9356.71; angle = 6; size = 0.95
tree: Oak_White_Hero_Field_2.bin; pos=-4833.85, 40.19, -9312.82; angle = -94; size = 1.09
tree: Oak_White_Hero_Field_2.bin; pos=-4754.11, 39.71, -9383.6; angle = 50; size = 0.91
tree: Oak_White_Hero_Field_2.bin; pos=-4776.71, 39.64, -9402.32; angle = -62; size = 1.45
tree: Oak_White_Hero_Field_2.bin; pos=-4677.70, 35.55, -10021.15; angle = 16; size = 1.16
tree: Oak_White_Hero_Field_2.bin; pos=-4701.93, 35.55, -9989.36; angle = -71; size = 0.59
tree: Oak_White_Hero_Field_2.bin; pos=-4661.77, 35.55, -10004.73; angle = 76; size = 0.78
tree: Oak_White_Hero_Field_2.bin; pos=-4705.79, 35.55, -10017.26; angle = 4; size = 0.99
tree: Oak_White_Hero_Field_2.bin; pos=-4659.46, 35.55, -9995.74; angle = 42; size = 1.20
tree: Oak_White_Hero_Field_2.bin; pos=-4668.76, 29.22, -9995.08; angle = -14; size = 1.01
tree: Oak_White_Hero_Field_2.bin; pos=-4678.00, 29.22, -10012.15; angle = -36; size = 0.90
tree: Oak_White_Hero_Field_2.bin; pos=-4695.52, 29.22, -9990.5; angle = 7; size = 0.78
tree: Oak_White_Hero_Field_2.bin; pos=-3799.60, 32.23, -8475.55; angle = -53; size = 1.09
tree: Oak_White_Hero_Field_2.bin; pos=-3807.88, 32.17, -8598.84; angle = -74; size = 1.06
tree: Oak_White_Hero_Field_2.bin; pos=-3875.73, 33.67, -8645.3; angle = 39; size = 0.91
tree: Oak_White_Hero_Field_2.bin; pos=-3969.38, 28.90, -8660.82; angle = -78; size = 0.68
tree: Oak_White_Hero_Field_2.bin; pos=-3795.57, 35.70, -8224.96; angle = -1; size = 0.84
tree: Oak_White_Hero_Field_2.bin; pos=-3897.24, 32.73, -8645.31; angle = 31; size = 1.23
tree: Oak_White_Hero_Field_2.bin; pos=-3915.25, 30.31, -8612.94; angle = 25; size = 0.89
tree: Oak_White_Hero_Field_2.bin; pos=-4036.99, 33.67, -8670.19; angle = 78; size = 0.88
tree: Oak_White_Hero_Field_2.bin; pos=-3836.94, 35.70, -8560.17; angle = -21; size = 1.40
tree: Oak_White_Hero_Field_2.bin; pos=-3715.73, 29.48, -8741.21; angle = 64; size = 0.83
tree: Oak_White_Hero_Field_2.bin; pos=-3716.59, 29.44, -8764.73; angle = -94; size = 1.06
tree: Oak_White_Hero_Field_2.bin; pos=-3740.01, 28.21, -8752.98; angle = 14; size = 0.98
tree: Oak_White_Hero_Field_2.bin; pos=-3740.45, 28.96, -8763.92; angle = -93; size = 1.11
tree: Oak_White_Hero_Field_2.bin; pos=-3705.24, 28.60, -8700.74; angle = 95; size = 0.78
tree: Oak_White_Hero_Field_2.bin; pos=-3712.92, 28.56, -8722.06; angle = 36; size = 1.19
tree: Oak_White_Hero_Field_2.bin; pos=-3728.53, 28.08, -8694.38; angle = 90; size = 1.37
tree: Oak_White_Hero_Field_2.bin; pos=-3735.70, 28.08, -8714.85; angle = -91; size = 1.22
tree: Oak_White_Hero_Field_2.bin; pos=-3683.76, 26.82, -8662.18; angle = -62; size = 0.99
tree: Oak_White_Hero_Field_2.bin; pos=-3696.06, 26.78, -8682.25; angle = 0; size = 0.72
tree: Oak_White_Hero_Field_2.bin; pos=-3704.41, 26.30, -8649.91; angle = 89; size = 1.09
tree: Oak_White_Hero_Field_2.bin; pos=-3716.44, 26.30, -8669.84; angle = -68; size = 0.73
tree: Oak_White_Hero_Field_2.bin; pos=-3660.22, 26.40, -8624.39; angle = 60; size = 0.91
tree: Oak_White_Hero_Field_2.bin; pos=-3672.14, 26.36, -8643.78; angle = 46; size = 1.40
tree: Oak_White_Hero_Field_2.bin; pos=-3680.43, 25.87, -8611.33; angle = -10; size = 0.90
tree: Oak_White_Hero_Field_2.bin; pos=-3692.52, 25.87, -8631.37; angle = 88; size = 1.33
tree: Oak_White_Hero_Field_2.bin; pos=-3636.27, 26.26, -8585.5; angle = 52; size = 1.18
tree: Oak_White_Hero_Field_2.bin; pos=-3648.23, 26.22, -8604.92; angle = -74; size = 1.15
tree: Oak_White_Hero_Field_2.bin; pos=-3668.63, 25.74, -8592.51; angle = 48; size = 0.79
tree: Oak_White_Hero_Field_2.bin; pos=-3887.95, 30.42, -8733.38; angle = -31; size = 0.63
tree: Oak_White_Hero_Field_2.bin; pos=-3921.06, 31.59, -8739.07; angle = 72; size = 1.00
tree: Oak_White_Hero_Field_2.bin; pos=-3932.51, 32.51, -8722.79; angle = -87; size = 0.85
tree: Oak_White_Hero_Field_2.bin; pos=-3903.83, 31.66, -8722.25; angle = -89; size = 1.01
tree: Oak_White_Hero_Field_2.bin; pos=-3911.27, 32.55, -8710.9; angle = 60; size = 1.06
tree: Oak_White_Hero_Field_2.bin; pos=-3921.51, 33.65, -8690.69; angle = -97; size = 1.32
tree: Oak_White_Hero_Field_2.bin; pos=-3929.08, 34.39, -8675.87; angle = 71; size = 0.89
tree: Oak_White_Hero_Field_2.bin; pos=-3943.08, 33.65, -8701.43; angle = 81; size = 0.95
tree: Oak_White_Hero_Field_2.bin; pos=-3950.17, 34.39, -8686.38; angle = 84; size = 1.20
tree: Oak_White_Hero_Field_2.bin; pos=-2507.72, 32.22, -8738.39; angle = -91; size = 0.78
tree: Oak_White_Hero_Field_2.bin; pos=-2454.60, 33.99, -8728.66; angle = 64; size = 0.86
tree: Oak_White_Hero_Field_2.bin; pos=-2535.63, 34.07, -8733.68; angle = -20; size = 0.89
tree: Oak_White_Hero_Field_2.bin; pos=-2464.75, 34.08, -8736.83; angle = -52; size = 0.82
tree: Oak_White_Hero_Field_2.bin; pos=-2514.39, 32.22, -8743.0; angle = -13; size = 0.91
tree: Oak_White_Hero_Field_2.bin; pos=-2479.22, 32.22, -8736.35; angle = -20; size = 1.09
tree: Oak_White_Hero_Field_2.bin; pos=-2466.23, 32.22, -8728.15; angle = -54; size = 1.23
tree: Oak_White_Hero_Field_2.bin; pos=-2460.25, 32.22, -8733.79; angle = 92; size = 0.84
tree: Oak_White_Hero_Field_2.bin; pos=-2441.60, 34.14, -8729.17; angle = 82; size = 1.09
tree: Oak_White_Hero_Field_2.bin; pos=-2438.19, 32.22, -8722.51; angle = 92; size = 0.72
tree: Oak_White_Hero_Field_2.bin; pos=-2424.88, 33.60, -8728.0; angle = 3; size = 0.87
tree: Oak_White_Hero_Field_2.bin; pos=-2473.29, 34.10, -8739.44; angle = -24; size = 0.87
tree: Oak_White_Hero_Field_2.bin; pos=-1704.06, 27.12, -8885.47; angle = -49; size = 0.83
